Company_name,Website,Categories,Email,description,Country,Region,City,Stand_name,Stand_location,Product
VEGAVERDE,https://www.vegaverde.es,"Ecorganic Market, Fresh Produce",miguelespinosa@vegaverde.es,,ESP,Málaga,Alhaurín de la Torre,8B03,P08,
VÉGÉTABLE,https://www.vegetable.fr,Media,a.dolphin@vegetable.fr,,FRA,,F-84271 Vedene,3E02,N03S,
VEGETALES LINEA VERDE NAVARRA - DIQUESI -  NATURVEGA,www.unicagroup.es,"Fresh Produce, Fresh cut and catering products",msortega@unicafresh.es,,ESP,Almería,Almería,9C03,P09,
VENSER GROUP,https://www.vensergroup.com,"Fresh Produce, Fresh fruits",administracion@vensergroup.com,,ESP,Valencia,Oliva,3D20C,P03,
VERAGROW,,"Auxiliary Industry, Fertilisers, agro nutrients and plant protection",alexandre.bocage@veragrow.fr,,FRA,,27100 Val-de-Reuil,6A21,P06,
VERDIMED,,"Fresh Produce, Fresh vegetables",adm@verdimed.com,,ESP,Castellón,Almanzora,7D15,P07,
VERDURAS MARCAFRUIT S.L. Y MARCUFRESCO S.L.,,"Fresh Produce, Fresh fruits, Fresh vegetables",juven@cumar.es,,ESP,Madrid,Madrid,7B07,P07,
Vergers Cancel,,,m.gil@vergers-cancel.fr,,FRA,,82200 MIDI PYRENEES,6A14A,,
VERIPACK,https://www.groupeguillin.fr,"Auxiliary Industry, Packaging and labelling",,,ESP,Barcelona,Barberá del Vallés,9F23,P09,
VERMION FRESH S.A.,,,thanos@petrasgroup.com,,GRC,,59035-Naousa,10B09,,
VERTIGO TECHNOLOGIES,,"Innova&Tech, Smart Agro",luca@vertigo-tech.com,,NLD,,2629JD-Delft,1A09,P01,
VICASOL,https://www.vicasol.es,"Fresh Produce, Fresh fruits",jmanuel@vicasol.com,,ESP,Almería,Puebla de Vícar,9B02,P09,
"VICENTE GINER, S.A.",https://www.vicenteginer.com/,,info@vicenteginer.com,,ESP,Valencia,BENIFLA,10B15,,
VIDAfresh,https://www.vidafresh.co.uk/,"Fresh Produce, Fresh fruits, Fresh vegetables",terry.watts@vidafresh.co.uk,"We are the UK's leading melon importer and are industry specialists in pineapples and citrus. 
From our start in 2010, our passion for fresh prodice has taekn our business from strength to strength. Some of our dedicated team have been working with the same growers for over 30 years. We are professional and highly experienced experts in what we do commercially, technically and logistically. We are focused on all aspects of food safety and continually work to drive down costs for both our customers and suppliers. We are an award winning company! We have been recognised by the London Stock Exchange as one of the 1000 companies to Inspire Britain - 3 times!
VIDAfresh are proud to be members of the UK government's Stronger Together initiative which tackles labour exploitation. We are also proud to be certified by IFS Brokers. This standard helps to ensure that we provide a uniform food, product and service standard to all our business partners and customers, adhering to specifications, while continually working on process improvements. 
We have a wide and diverse customer base which includes the UK's leading supermarkets, fresh cut, food service, catering and wholesale companies. We also supply other important clients in Ireland and mainland Europe. 
We deal directly with leading growers and supply the follwing 52 weeks of the year:

Cantaloupe Melons
Charentais Melons
Clementines
Galia Melons
Honeydew Melons
Oranges
Piel de Sapo Melons
Pineapples
Watermelons

For more information about our company, please visit our website or social media accounts:
www.vidafresh.co.uk
https://www.linkedin.com/company/vidafresh/mycompany/
 ",GBR,,"DA2 7QY-Dartford, Kent",10E00A,P10,
VIEUX POINTET,https://vieuxpointet.com/,"Fresh Produce, Fresh fruits, Fresh vegetables",marina@vieuxpointet.fr,"UNA HISTORIA FAMILIAR DE 3 GENERACIONESPara nosotros, las manzanas y las peras son un asunto de familia.
Llevamos cultivándolas desde 1998, heredándolas de nuestro padre, que las recibió de nuestro abuelo, que plantó sus primeros manzanos en 1951. En 2000 plantamos nuestros primeros manzanos ecológicos, a los que siguieron perales y ciruelos. Sylvain se incorporó a la empresa en 2008, encargándose de la comercialización.
Nuestros huertos están situados en el corazón del triángulo de oro de los huertos del sureste de Francia, entre los Alpilles, el Luberon y el Mont Ventoux. Aquí, la llanura del Durance extiende su suelo franco-arcilloso bajo un clima soleado, produciendo una fruta más sabrosa y más dulce. El mistral, que seca los huertos, previene ciertas enfermedades y contribuye a unas condiciones de producción ideales. Desde hace siglos, esta región es una de las zonas frutícolas más favorables de Europa.
Garantizamos la perfecta trazabilidad de nuestros productos, y la empresa cuenta con la certificación Global Gap para los huertos y la certificación IFS Food High Level para el centro de envasado.
No se utilizan pesticidas en nuestra fruta, ni durante ni después de la recolección. El compost y el estiércol que utilizamos como abono proceden de agricultores ecológicos locales y de subproductos de nuestra explotación procesados en la planta de metanización construida en 2017 no lejos de la explotación.
En 2017 se puso en marcha un nuevo proyecto de plantación de granados y caquis.
En 2020, seguimos buscando la excelencia en nuestros métodos de producción mediante la conversión de nuestros huertos a la agricultura biodinámica y la obtención de la certificación Demeter. El objetivo de la agricultura biodinámica es crear un ecosistema más resistente y autosuficiente.
Nuestro objetivo es seguir produciendo fruta sana al tiempo que desarrollamos la fertilidad del suelo y promovemos un entorno diverso, autónomo y sostenible.",FRA,,L'Isle sur Sorgue,6B04B,P06,
VIF INTERNACIONAL,https://www.vifinternaciomal.com,,comercial@vifinternacional.com,,ESP,Huesca,ALBALATE DE CINCA - HUESCA,7A12B,,
VIGNALI FRANCE,,,a.vignola@vignalilsp.it,,FRA,,66000 Perpignan,6A11,P06,
VIMAR EQUIPOS SL,https://vimarequipos.com/,"Auxiliary Industry, Postharvest",comercial@vimarequipos.com,"Líderes en maquinaria agrícola para la recolección de almendra, nuez y pistachoEspecialistas en equipos recolectores, paraguas, vibradores, hileradoras, barredoras, sopladores, trituradoras, nebulizadores y atomizadores.",ESP,Teruel,Mazaleón,8A31,P08,
VIP - VAL VENOSTA,https://www.vip.coop,"Fresh Produce, Fresh fruits",michael.grasser@vip.coop,,ITA,,39021 Laces - Bolzano,8C11,P08,
Virifides Digital,,,s.leng@virifides.com,,GBR,,SW1V 1LW-London,8B17,,
VISA FRUITS,,"Fresh Produce, Fresh fruits",,,ESP,Lérida,Golmes,6E03,P06,
VISCON GROUP,,"Auxiliary Industry, Seeds",jl.nicodem@viscon.eu,,NLD,,'S-Gravendeel,10E25,P10,
VITAFRESH DISTRIBUTION,,,sce@saintcharlesinternational.fr,,FRA,,66031 Perpignan Cedex,6A16,P06,
VITASOUSS GROUP,,,vitasouss@gmail.com,,MAR,,83400-Taroudant,2C06,,
VITRO HELLAS  S.A.,,,info@vitrohellas.gr,,GRC,,59300-ΝΗΣΕΛΙ - ΑΛΕΞΑΝΔΡΕΙΑΣ  ΗΜΑΘΙΑΣ,10B09,,
VIVAI FORTUNATO,https://www.vivaifortunato.it/,"Fresh Produce, Nurseries",info@vivaifortunato.it,"Vivai Fortunato produces fruit, olive and ornamental plants. We are always looking for new varieties to guarantee the producer and consumer quality fruit. 
The plants are all certified and comply with all the regulations in force on the national and European territory. We have catolgue fields where we collect all the data and characteristics of the fruit (flowering, ripening, brix, degrees, size etc...) of the different varieties. Every year we organize days  dedicated to the viewing and varietal promotion of stone fruit. We are always active on social media to allow those who follow us to always be updated on the news.  All the work in the field and the phytosanitary treatments are recorder on our management systems to have 100% traceability; we make this data available to customers who request it.",ITA,BARI,"70010, Sammichele di Bari",3A08B,P03,
VIVAI MILONE SOC.AGR.DI MILONE C.&C. SS,,"Fresh Produce, Nurseries",mariagrazia@vivaimilone.it,,ITA,,88046 Lamezia Terme (CZ),3A02C,P03,
VIVAI MURCIANO ALDO,,"Fresh Produce, Nurseries",info@vivaimurciano.it,,ITA,,53000 73028 Otranto,3A08F,P03,
VIVAI SERRATORE DI SERRATORE OSCAR,,"Fresh Produce, Nurseries",oscar@vivaiserratore.it,,ITA,,"Lamézia, Calabria, Italy, 88046",3A02D,P03,
VIVEROS ALCANAR SAT,https://www.viverosalcanar.com,"Fresh Produce, Nurseries",jachimeno@viverosalcanar.com,,ESP,Tarragona,Alcanar,6E01B,P06,
VIVEROS BROKAW,www.viverosbrokaw.com,"Fresh Produce, Nurseries",marketing@brokaw.es,,ESP,Málaga,Algarrobo,10A15A,P10,
VIVEROS CAMPIÑAS SCA,https://www.viveroscampinas.com,"Fresh Produce, Fresh fruits",antoniomartin@viveroscampinas.com,,ESP,Segovia,Chañe,7B15,P07,
VIVEROS HERNANDORENA,https://www.hernandorena.com,"Fresh Produce, Nurseries",rosa@hernandorena.com,,ESP,Valencia,Benimodo,3E09,P03,
VIVEROS SEVILLA S.A,https://www.viverossevilla.com,,comercial@viverosevilla.com,,ESP,Sevilla,BRENES,9F11A,,
VIVEROS VERON,,"Fresh Produce, Nurseries",cveron@viverosveron.com,,ESP,Zaragoza,Calatayud,7A12B,P07,
VIVEROS ZUAIME,https://www.viveroszuaime.es,,zuaime@viveroszuaime.es,"Viveros Zuaime es una empresa dedicada al cultivo de plantas y a la producción de fruto de pistacho, con mas de 30 años de experiencia.
Producimos:
Variedades de planta de pistacho injertadas sobe patrones de UCB1, Pistacia terebinthus y Platinum.
Planta de almendro de variedades tardías, injertadas sobre patrones GF-677 y Garnem.
Fruto seco y grano de pistacho.
 ",ESP,Granada,CANILES,9F11A,,
VLAM,https://www.freshfromflanders.com,"Fresh Produce, Fresh vegetables",groentenenfruit@vlam.be,,BEL,,B1030 Bruselas,6D14,P06,
VOG – HOME OF APPLES,https://www.vog.it,"Fresh Produce, Fresh fruits",alessia.bozza@hotmail.it,"VOG - Home of apples fue fundada en 1945 y hoy es líder en toda Europa en la producción de las mejores manzanas de mesa. Siguiendo los estrictos requisitos de la producción integrada y ecológica, VOG ofrece la manzana adecuada para cada necesidad, disponible todo el año. La empresa, con sede en Terlano, en el Tirol del Sur, cuenta con once cooperativas que agrupan a 4.000 explotaciones familiares. Más de 8.000 manos trabajan en la zona VOG, dando lo mejor de sí mismas durante todo el año para llevar sabrosas manzanas a los consumidores de todo el mundo. Cada año se producen 550.000 toneladas de manzanas, que se comercializan en más de 75 países de todo el mundo. El surtido de VOG incluye 30 variedades diferentes de manzanas. Muchas marcas fuertes como Marlene®, Südtiroler Apfel g.g.A., Biosüdtirol, Pink Lady®, Kanzi®, envy™, yello®, Jazz™, Joya®, SweeTango®, RedPop®, Giga®, Cosmic Crisp®, Crimson Snow® y Evelina Bio® forman parte de él. ",ITA,Alto Adige - Südtirol,Terlano,8C06,P08,
VORAN MACHINERY EXPRIMIDORAS DE FRUTA,https://www.voran.at/en/areas/machinery,,christoph.weidinger@voran.at,"voran® se ha convertido a lo largo de décadas en el líder del sector del procesado comercial de frutas y verduras gracias a su activa orientación al cliente y al mercado.
Le suministramos las máquinas adecuadas para elaborar su producto:
Desde el vaciado, pasando por el lavado y la trituración, el prensado, el filtrado y la decantación, hasta la pasteurización y el embotellado. ¡Conjuntamente con usted, creamos una solución global óptima para el procesamiento de frutas y verduras!
Desarrollamos y probamos constantemente nuevos procesos y máquinas. Siempre actualizados, analizamos las últimas tendencias y aseguramos así su ventaja competitiva.
Producción de zumo a partir de huertos autóctonos o cultivos intensivos. Su contribución activa a la salud, la naturaleza y la protección del medio ambiente.",AUT,,4632-Pichl bei Wels,3E25,,
WARAKKÓ,,"Fresh Produce, Fresh fruits",veronica@warakko.com,,ESP,Málaga,Torre del Mar,7A15,P07,
WASHINGTON APPLES,,"Fresh Produce, Fresh fruits",george@midsummermarketing.com,,USA,,98801-Wenatchee,4E28,P04,
WASHINGTON STATE,,"Innova&Tech, Smart Agro",karl.dahlgren@commerce.wa.gov,,USA,,98121-Seattle,1D03,P01,
WB CHAMBERS FARMS LTD.,http://www.wbchambers.co.uk,"Fresh Produce, Fresh fruits",technical@wbchambers.co.uk,,GBR,Kent,Me17 3lt-Maidstone,9G00,P09,
WEENAT,,"Innova&Tech, Smart Agro",alvaro.gomez@weenat.com,,ESP,Madrid,Madrid,1A07,P01,
"WEIFANG JIAHE FOOD CO., LTD",,"Fresh Produce, Fresh fruits",olivia@weifangjiahefood.com,,CHN,,262100-Weifang,10A17,P10,
WESTFALIA FRUIT INTERNATIONAL,https://www.wesfalifruit.com,"Fresh Produce, Fresh fruits",janine.hatfield@westfaliafruit.com,,GBR,,West Malling KENT ME19 4AJ,10E12,P10,
